text,component,f4-audit,f4-auth,f4-camel,f4-core,f4-import-export,f4-java-client,f4-jmeter,f4-ldp,f4-message-consumer,f4-oaiprovider,f4-ontology,f4-transform,f4-vagrant,f4-webapp-plus,legacy - FeSL,legacy - Fedora,legacy - GSearch,legacy - OAIProvider,legacy - OSGi,legacy - Trippi,legacy - community extensions,legacy - java-client
"Provide state and format uri info via REST API Asger pointed out that it is currently necessary to parse FOXML or perform a field search in order to determine the state of an object or datastream.  It's also necessary to use API-M in order to determine the format uri of a datastream. Better would be to provide all this information via the REST api, where appropriate.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Remove extPropertyType from FOXML schema As of Fedora 3.0, ""extPropertyType"" is no longer used in Fedora.  However, it was not removed from the FOXML schema.  It's confusing that it's still in the schema because it's not readable/writable in any other way via Fedora's APIs.  It is effectively ignored (and likely even dropped on deserialization).  Note that this change would make some formerly valid FOXML 1.1 objects invalid.  So it's important to consider the effects of revising the schema.  For example, should the FOXML format be changed to 1.2?  Or 1.1.1?  What about the format URI accepted for ingest?  Fun...",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ORE Resource Map disseminations for all Fedora objects Provide a default ORE resource map dissemination of all Fedora objects as a built-in disseminator (or export format?)  It should include:  - Key metadata about the object (mod date, etc)  - Key metadata about the datastreams in the object  - DC information  - Relationships (RELS-EXT/INT)  - URLs where datastreams can be found  This request came up in a call with Ross Wayland, Thorny Staples, and Chris Wilper on Feb 18th.  There are several imagined uses for this kind of information, including:  - As a replacement for ""asset actions"" (the Aquifer project at U of Illinois) - As a way to get basic information about the whole object in one go for the purpose of supporting dissemination services.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Remove redundant SELECT statements running during security evaluation > In the > authentication process the same select statement gets executed several > times (see the full SQL log here: > http://fedora.fiz-karlsruhe.de/docs/Wiki.jsp?page=Sql) : > > SELECT path FROM objectPaths WHERE token='changeme:27' > SELECT path FROM objectPaths WHERE token='changeme:27' > SELECT path FROM objectPaths WHERE token='changeme:27' > SELECT path FROM objectPaths WHERE token='changeme:27' > SELECT path FROM objectPaths WHERE token='changeme:27' > SELECT path FROM objectPaths WHERE token='changeme:27' > SELECT path FROM objectPaths WHERE token='changeme:27' > SELECT path FROM objectPaths WHERE token='changeme:27' > SELECT path FROM objectPaths WHERE token='changeme:27' > > I guess these selects could be reduced to one statement. The statement > is not terribly expensive and will even be optimized/cached by most > database systems but nonetheless it can hurt performance since the > column doesn't have an index.,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Remove explicit GC from ingest process GC is being run unnecessarily at the end of each ingest.  Removing this will improve performance considerably.  > (DefaultDOManager.java:1075). The garbage collection definitely does > hurt performance when triggered this way and it isn't guaranteed to > happen at  this point in time anyway.   Further details at http://fedora.fiz-karlsruhe.de/docs/Wiki.jsp?page=Java%20Heap%20%26%20GC%20Tuning,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Refactor FieldSearchServlet Avoid manually building xml/html.  Code is hard to read/debug.,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Switch to commons-fileupload for handling uploads Discontinue use of the O'Reilly Servlet library, cos.jar and instead use Commons-FileUpload from Apache.  Reasons for this change: 1) cos.jar is not actively maintained; commons-fileupload is 2) The version of cos.jar Fedora currently depends on is patched for handling large uploads; commons-fileupload works as-distributed 3) cos.jar has a unique license that is more restrictive than Apache2; commons-fileupload is released under Apache2",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Standardize on commons-codec for Base64 handling Fedora's server code currently uses three separate libraries for Base64 handling: O'Reilly Servlet (com.orielly.servlet.Base64Encoder/Decoder), Axis (org.apache.axis.encoding.Base64), and Commons Codec (org.apache.commons.codec.binary.Base64).  Of these, Commons Codec's implementation is most geared toward generic use.  Using commons-codec for this, in addition to FCREPO-418, will allow removal of the dependency on cos.jar.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FOXML export fails with base64 inline content When run in the archive context, the FOXMLDOSerializer produces malformed XML for each managed content stream.  The ""binaryContent"" tag isn't opened properly.    Workaround: after exporting such an object, manually modify the output and prepend ""<"" before occurances of ""foxml:binaryContent>"".",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Fedora Enhanced Security Layer (FeSL) Integration This work is still coming together, but with include major improvements for Fedora's AuthN and AuthZ components.  Futher details can be found here: http://fedora-commons.org/confluence/x/h4Ov  FESL should eventually replace the default AuthN/AuthZ functionality built in to Fedora.  If there's a need for people to migrate policies, there should be a period of overlap (where the ""old way"" and ""new way"" work)...hopefully this can be the case for Fedora 3.3",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Move away from Axis 1.3 Fedora has used Axis 1.3 for quite some time.  We need to move away from this as the 1.x line is no longer maintained.  This will also allow us to properly support modern soap with attachments.  Need to make a decision on the library to use.  CXF looks like a good candidate: http://cxf.apache.org/,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Allow the retrieval of content via the file URI scheme Chris Wilper wrote: I got a chance to read through your performance wiki[1] again in more detail and found it quite informative.  One part I missed before was the discussion on ""Managed Content Retrieval"", where you discuss the use of a Tomcat FileDirContext in order to avoid sending content in via the upload servlet.  If Fedora just had the option to accept local ""file:///"" URLs on ingest, I think that would be even better.  There's a security consideration to doing that, but I think as long as the repository could be configured to reject file:/// URLs from all but a set of ""allowed"" local paths and the input was sanitized (removing "".."", etc), we would be ok.   ",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Extensible object and datastream states In response to http://article.gmane.org/gmane.comp.cms.fedora-commons.devel/1066 Bill wrote:  > It occurs to me with this request that the states we use currently use for > objects in Fedora are primarily for user convenience. Is there anything > stopping us from allowing a repository admin to define the states in which > an object can exist? This is a long way from being workflow, but I could see > it facilitating the creation of a simple customized workflow on top of > Fedora, especially with the ability to do access control based on state.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"method to programatically determine disseminator response mime type Per the conversation in this thread on the Fedora user's forum:    http://sourceforge.net/mailarchive/forum.php?thread_name=e513ac80fa0a.49a64b77%40wiscmail.wisc.edu&forum_name=fedora-commons-users  I would like a simple way to get the response mime type for a disseminator through the Fedora API-A toolkit.  Two options have been discussed:  1.  Get the recorded mime type(s) in the method's deployment object, either from the METHODMAP or WSDL datastreams, add it to the ObjectMethodDefs data structure returned by listMethods().  Pros:  fast, low overhead, internal to Fedora  Cons:  response mime types registered in the deployment object won't necessarily match what the disseminator really returns; no way to pick which mime type in a given list is the right one at that given moment for the given object.  2.  Get the mime type from the HTTP headers by sending a HEAD request to the web service backing the disseminator.  Pros:  mime type returned guaranteed to be correct  Cons:  high overhead (network connection, HTTP transaction)  Ideally, both options would be available.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Make retainPIDs optional, default to retain all The retainPIDs configuration in fedora.fcfg should default to retain all PIDs.  RetainPIDs is an old ""feature"", but mostly tends to complicate life and confuse people when they ingest an object and the PID given back isn't the one they sent in.  Therefore, it should be dropped from the default fedora.fcfg.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Remove unnecessary testing dependencies on external hosts Several of the system tests currently rely, unnecessarily, on access to external hosts.  When such a dependency exists, it should be for a good reason (e.g. to test something that can't be tested vs localhost)  Offending tests include:   fedora.test.api.TestManagedDatastreams#testModifyDatastreamByReference   fedora.test.api.TestManagementNotifications#testDatastreamMethodNotifications   fedora.test.api.TestAPIM#testDatastreamMethods",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ArrayIndexOutOfBounds when indexDCFields=false The indexDCFields value in fedora.fcfg controls whether DC fields are actually indexed in the underlying database or not.  Normally, this is true (the default), but when set to false, indexing of modified objects fails with an ArrayIndexOutOfBoundsException.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Wrong RELS-EXT datastream attributes set with add/purgeRelationship When calling API-M's addRelationship and purgeRelationship methods, the mime type is invariably set to ""text/xml"" and the prior FormatURI is not always respected.  The date of the datastream version is also set to the current time (new Date()) rather than the time the API request was originally received (this is the correct value to use).  If the operation causes RELS_EXT to be created, the mime type should be automatically set to ""application/rdf+xml"" and the format uri to the RELS_EXT_1_0.uri.  If the operation causes RELS_EXT to be modified, the mime type and format uri should be set to the value of the previous datastream version (unchanged).",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SwingAdmin shows blank ingest/export dialogs in Linux I've observed this on two separate Ubuntu 8.10 installations with Java 5.  A failure to pack() the content panel (and instead use setSize()) of a JOptionDialog causes the entire panel to show up blank.  This makes it impossible to graphically ingest or export using Ubuntu with Java 5.  This is not a problem on the same machine, with Java 1.6.0_10, however, pack() is safe to use across all environments, so this should be changed.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Pull the REST API code into trunk The REST API is currently built as a stand-alone JAR which is included as a library in the Fedora repository trunk. The code in the REST API, however, is only useful as part of Fedora, it does not stand on its own. Because of this, there is no particular benefit to having the code live in its own project, and including it as part of trunk would make maintenance simpler.  This task is to move the code from the Fedora REST API into trunk and update the build to function correctly. One portion of the build that needs consideration is when a new WADL is constructed.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Broken relative includes in stylesheets -- only absolute paths work GSearch results are transformed using stylesheets. Said stylesheets include other stylesheets using <xsl:include/> elements. Unfortunately, only full absolute paths appear to work for the purpose of inclusion; relative includes don't.  E.g. in basicGfindObjectsToHtml.xslt at https://fedora-commons.svn.sourceforge.net/svnroot/fedora-commons/services/genericsearch/tags/release-2.2/FgsConfig/configBasic/rest/basicGfindObjectsToHtml.xslt line 12 reads:  <xsl:include href=""CONFIGPATH/rest/basicCommon.xslt""/> CONFIGPATH is replaced at configuration time to become the full path. This configuration step appears un-necessary -- I should be able to use a relative include such as:  <xsl:include href=""basicCommon.xslt""/> since basicCommon.xslt in the same directory as the including stylesheet basicGfindObjectsToHtml.xslt.  On the grand scheme of things, not a big deal. It's just one extra bit of configuration right? Unfortunately, I'd like to offer my opinion that it's configuration such as this (compounded over many files) that makes the software hard to install and use in the end.   In this particular case, it's easy enough to fix. The attached patch sets the system ID on the including stylesheet, which allows to successfully process relative includes.   Note about patch: the first part applies to GTransformer.java and sets the system ID, which solves the issue. The second part applies to Config.java and disables the proactive checking of stylesheets. I'll voluntarily admit this is rather aggressive, and it should be reworked. I merely didn't want to deal with the code duplication between GTransformer.java and Config.java, as it would have complicated the patch quite a bit. ",legacy - GSearch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OAIProvider compatibility with Fedora 2.2.4 Because Fedora 2.2.4 uses Mulgara instead of Kowari, the OAIProvider (v1.1) isn't forward-compatbile.  The tucana#before and tucana#after predicates have changed to mulgara#before and mulgara#after, so the date-related queries don't work.",legacy - OAIProvider,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Shell scripts don't properly pass through args with spaces Phil reports:  I have found a bug in all the 3.1 client shell scripts. e.g. fedora-find.sh synopsis at:   http://fedora-commons.org/confluence/display/FCR30/Client+Command-line+Utilities  suggests (with FCREPO-86 applied) this example should work:   fedora-find localhost 8080 userid password ""pid fType title description"" ""fedora"" http  It does not work because the code (with FCREPO-86 applied) says:   (exec $JAVA_HOME/bin/java ... $1 $2 $3 $4 $5 $6 $7)  The exec means that the fieldList ($5) gets expanded as follows before execution (which is wrong -- it should not be expanded, but rather be seen by the shell as a single argument):   pid fType title description  It also means that wild carding with ""?"" and ""*"" for the search string ($6) will match files in the current working directory instead of being passed through to the java application.  The fix is to quote all the shell arguments, thus:   (exec $JAVA_HOME/bin/java ... ""$1"" ""$2"" ""$3"" ""$4"" ""$5"" ""$6"" ""$7"")  I expect that this bug is present in all the shell scripts.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Missing objects from Tutorial 2 With Fedora 3.1, the SDep.xml, SDef.xml, CModel.xml and other xml files were omitted from the distribution.  It looks like these were lost in the migration of the documentation to the wiki.  They need to be reviewed and included in the distribution, or along with the tutorial.  Stuart wrote: > I decided to try and regenerate the example3 tutorial documents myself and update them for  > the 3.1 implementation of Fedora. I am not sure that they are perfect (i.e. completely schema  > compliant) but they load into Fedora 3.1 fine and work.  Please find a .zip file attached with  > the documents I came up with.  (see attachment)",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Merge contributions from the ARROW project to OAIProvider Please refer to this mailing list thread: http://sourceforge.net/mailarchive/forum.php?thread_name=4ff60e1c0903300655v4db4d33bs876c95ad5a7f622a%40mail.gmail.com&forum_name=fedora-commons-developers  Background:  Oliver Lucido and Harry Sidhunata of the ARROW project made modifications to Fedora's OAIProvider service to support the following:  1) Configuration of set membership via DC values instead of RELS-EXT. This is simply a configuration change to the proai.properties file (detailed in the attachment), but in order to work reliably, requires special processing by the Fedora OAIProvider in order to deal with DC values that contain whitespace characters.  The patch replaces such characters, when they occur, with underscores so they are syntactically valid with respect to the OAI-PMH protocol, which does not allow spaces in setSpec names.  2) The use of the Fedora object's PID as the oai itemID.  This is convenient because it avoids the problem of the appearance of duplicate records when a) using the default configuration (which uses dc:identifier) and b) multiple dc:identifiers exist in record object's DC datastreams. ",legacy - OAIProvider,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Add ConfigQ test that runs vs. Quick Install None,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"port problem caused by router redirection  We have the following network architecture:  FEDORASERVER:8015 <------> YYY:ROUTER:80 <----> XXX:INTERNET  As you can see, our router redirects all requests to the fedora server mapping port 80 to port 8015.  Fedora replies have the protocol, host and port harcoded, but these values are extracted from the last hop and are of the form http://FEDORASERVER:8015/fedora/.... These URL's are not accessible from the outside.  Examples of requests with the problem:  - http://fedoraserver/fedora/get/pidns:134/fedora-system:3/viewItemIndex  - http://fedoraserver/fedora/get/pidns:134/DS  - http://fedoraserver/fedora/get/pidns:134/fedora-system:3/viewMethodIndex  In order to solve the problem we suggest to remove the method 'getReposBaseURL' from classes 'DefaultAccess.java' and 'DynamicAccessImpl.java'. We don't know if these changes can cause a undesired behaviour. Use at your own risk.  Regards, Gerard ",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Replace whitespace in setSpecs with underscores See FCREPO-468,legacy - OAIProvider,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Option of using PID directly as itemID See FCREPO-468.,legacy - OAIProvider,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Document additional set membership config options As per FCREPO-468: - Document how to use DC (vs RELS-EXT) as the source of set membership info - Document how to config the provider to use a ""top-down"" approach vs the default, ""bottom-up"" approach for getting set membership info.  Currently, the documentation that needs to be updated lives here:  https://fedora-commons.org/confluence/display/FCSVCS/OAI+Provider+Service+1.2",legacy - OAIProvider,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Remove extraneous namespace declaration on record elements Richard Green reports:  We have recently had a small issue with oaiprovider when the British Library tried to harvest our thesis metadata.  Using the ListRecords verb results in a set of records each wrapped as  <record xmlns=""http://www.openarchives.org/OAI/2.0/ <http://www.openarchives.org/OAI/2.0/>  "">    ... </record>  Instead of just  <record> ... </record>  This caused them some problems because one of their transforms wasn't set up to deal with this response which seems, from the OAI-PMH spec, to be non-standard.  To fix this issue, Simon removed the following from Line 173 of FedoraOAIDriver.java :-  out.println(""<record xmlns=\""http://www.openarchives.org/OAI/2.0/\"">"");  And replaced with:-  out.println(""<record>"");  ",legacy - OAIProvider,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Self-signed SSL cert has expired A new SSL cert needs to be generated as the current cert provided by Fedora expired in January, 2009.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Fold API-A/M-Lite into the REST API As the REST API gets pulled into trunk, there will no longer need to be a distinction between the REST API and API-A-Lite. This task involves removing the duplicate methods, moving the methods only in API-A-Lite into the REST API, and updating related stylesheets to make everything consistent.  This includes getDissemination and other unimplemented items noted on this page:  https://fedora-commons.org/confluence/display/FCR30/REST+API  Goal is to deprecate API-A/M Lite.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"New hasModel resource attribute not recognized in XACML policies - patch With the introduction of the new CMA, the contentModel-resource-attribute disappeared and it has been replaced by ""hasModel"". However, the ResourceAttributeFinderModule was never called to resolve such an attribute during policy evaluation because it didn't register for it.   The attached patch fixes the problem. It is now possible to write XACML policies that look at the content model(s) of an object like this:  ...         <ResourceMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">           <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">info:fedora/cmodel:Container</AttributeValue>           <ResourceAttributeDesignator AttributeId=""info:fedora/fedora-system:def/model#hasModel""             DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>         </ResourceMatch> ...  Tom",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"No SPARQL Support for CONSTRUCT  Issuing a SPARQL query for a CONSTRUCT results in an empty response from the tuple query type service and a Exception is thrown when attempting to use the triples query service:  (Via Tuples:) e.g. http://databank.ouls.ox.ac.uk:8080/fedora/risearch?lang=sparql&format=sparql&type=tuples&query=construct%20{%20?x%20dc:title%20?name%20}%20WHERE%20{%20?x%20dc:title%20?name%20}  SPARQL query:   CONSTRUCT { ?x dc:title ?title } WHERE { ?x dc:title ?title }  [' make a graph of all triples with dc:title as a predicate.']  Response: <?xml version=""1.0"" encoding=""UTF-8""?> <sparql xmlns=""http://www.w3.org/2001/sw/DataAccess/rf1/result"">   <head>     <variable name=""subject""/>     <variable name=""predicate""/>     <variable name=""object""/>   </head>   <results>   </results> </sparql>  (regardless to how many dc:title triples are there: e.g. an spo query to pull up 10 dc:title matches - http://databank.ouls.ox.ac.uk:8080/fedora/risearch?lang=spo&format=RDF/XML&type=triples&limit=10&query=*%20%3Cdc:title%3E%20* )  (Via Triples:) http://databank.ouls.ox.ac.uk:8080/fedora/risearch?lang=sparql&format=sparql&type=triples&query=construct%20{%20?x%20dc:title%20?name%20}%20WHERE%20{%20?x%20dc:title%20?name%20}  org.trippi.TrippiException: Unsupported triple query language: sparql   org.trippi.impl.mulgara.MulgaraSession.findTriples(MulgaraSession.java:94)   org.trippi.impl.base.ConcurrentTriplestoreReader.findTriples(ConcurrentTriplestoreReader.java:145)   fedora.server.resourceIndex.ResourceIndexImpl.findTriples(ResourceIndexImpl.java:300)   fedora.server.resourceIndex.ResourceIndexModule.findTriples(ResourceIndexModule.java:317)   org.trippi.server.TrippiServer.find(TrippiServer.java:132)   org.trippi.server.http.TrippiServlet.doFind(TrippiServlet.java:512)   org.trippi.server.http.TrippiServlet.doGet(TrippiServlet.java:377)   fedora.server.access.RISearchServlet.doGet(RISearchServlet.java:99)   org.trippi.server.http.TrippiServlet.doGet(TrippiServlet.java:269)   org.trippi.server.http.TrippiServlet.doPost(TrippiServlet.java:572)   javax.servlet.http.HttpServlet.service(HttpServlet.java:710)   javax.servlet.http.HttpServlet.service(HttpServlet.java:803)   org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:269)   org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:188)   fedora.server.security.servletfilters.FilterSetup.doFilter(FilterSetup.java:235)   org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:215)   org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:188)   fedora.server.security.servletfilters.FilterSetup.doFilter(FilterSetup.java:235)   org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:215)   org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:188)   fedora.server.security.servletfilters.FilterSetup.doFilter(FilterSetup.java:235)   org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:215)   org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:188)   org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:213)   org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:174)   org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:525)   org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:127)   org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:117)   org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:108)   org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:174)   org.apache.coyote.http11.Http11Processor.process(Http11Processor.java:874)   org.apache.coyote.http11.Http11BaseProtocol$Http11ConnectionHandler.processConnection(Http11BaseProtocol.java:665)   org.apache.tomcat.util.net.PoolTcpEndpoint.processSocket(PoolTcpEndpoint.java:528)   org.apache.tomcat.util.net.LeaderFollowerWorkerThread.runIt(LeaderFollowerWorkerThread.java:81)   org.apache.tomcat.util.threads.ThreadPool$ControlRunnable.run(ThreadPool.java:689)   java.lang.Thread.run(Thread.java:619) ",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"No SPARQL Support for ASK  SPARQL ASK queries return False, regardless to actual match and the response format is not compliant to the SPARQL guidelines for ASK responses.  Spec: http://www.w3.org/TR/rdf-sparql-query/#ask  From a basic query, the following is found (manually) to exist in the triplestore:  <info:fedora/dataset:1> <http://purl.org/dc/elements/1.1/identifier> ""dataset:1"" .  Performing a SPARQL query:  ASK { <info:fedora/dataset:1> dc:identifier ""dataset:1"" }  via: http://databank.ouls.ox.ac.uk:8080/fedora/risearch?lang=sparql&format=sparql&type=tuples&query=ASK%20{%20%3Cinfo:fedora/dataset:1%3E%20dc:identifier%20%22dataset:1%22%20}  Response: <?xml version=""1.0"" encoding=""UTF-8""?> <sparql xmlns=""http://www.w3.org/2001/sw/DataAccess/rf1/result"">   <head>     <variable name=""k0""/>   </head>   <results>     <result>       <k0 datatype=""http://www.w3.org/2001/XMLSchema#boolean"">false</k0>     </result>   </results> </sparql>  Expected response (from the SPARQL spec): <?xml version=""1.0""?> <sparql xmlns=""http://www.w3.org/2005/sparql-results#""         xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""         xsi:schemaLocation=""http://www.w3.org/2001/sw/DataAccess/rf1/result2.xsd"">   <head>   </head>    <boolean>true</boolean>  </sparql>  ",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"No SPARQL Support for DESCRIBE SPARQL DESCRIBE queries result in an empty response:  DESCRIBE <info:fedora/dataset:1>  via: http://databank.ouls.ox.ac.uk:8080/fedora/risearch?lang=sparql&format=sparql&type=tuples&query=DESCRIBE%20%3Cinfo:fedora/dataset:1%3E  Response: <?xml version=""1.0"" encoding=""UTF-8""?> <sparql xmlns=""http://www.w3.org/2001/sw/DataAccess/rf1/result"">   <head>     <variable name=""subject""/>     <variable name=""predicate""/>     <variable name=""object""/>   </head>   <results>   </results> </sparql>  Simulated response via an SPO query - ""<info:fedora/dataset:1> * *""  via: http://databank.ouls.ox.ac.uk:8080/fedora/risearch?lang=spo&format=RDF/XML&type=triples&query=%3Cinfo:fedora/dataset:1%3E%20*%20*  <?xml version=""1.0"" encoding=""UTF-8""?> <rdf:RDF  xmlns:rdf=""http://www.w3.org/1999/02/22-rdf-syntax-ns#"">  <rdf:Description rdf:about=""info:fedora/dataset:1"">  <rdf:type rdf:resource=""http://vocab.ouls.ox.ac.uk/dataset/scheme#DataSet""/>  <label xmlns=""info:fedora/fedora-system:def/model#"">Dataset: Tick1 audio corpus</label>  <hasModel xmlns=""info:fedora/fedora-system:def/model#"" rdf:resource=""info:fedora/fedora-system:FedoraObject-3.0""/>  <lastModifiedDate xmlns=""info:fedora/fedora-system:def/view#"" rdf:datatype=""http://www.w3.org/2001/XMLSchema#dateTime"">2009-04-07T00:17:14.197Z</lastModifiedDate>  <ownerId xmlns=""info:fedora/fedora-system:def/model#"">fedoraAdmin</ownerId>   <state xmlns=""info:fedora/fedora-system:def/model#"" rdf:resource=""info:fedora/fedora-system:def/model#Active""/>  <createdDate xmlns=""info:fedora/fedora-system:def/model#"" rdf:datatype=""http://www.w3.org/2001/XMLSchema#dateTime"">2009-04-07T00:08:43.667Z</createdDate>  <identifier xmlns=""http://purl.org/dc/elements/1.1/"">dataset:1</identifier>  <disseminates xmlns=""info:fedora/fedora-system:def/view#"" rdf:resource=""info:fedora/dataset:1/DC""/>  <disseminates xmlns=""info:fedora/fedora-system:def/view#"" rdf:resource=""info:fedora/dataset:1/RELS-EXT""/>  <title xmlns=""http://purl.org/dc/elements/1.1/"">Dataset: Tick1 audio corpus</title>  <physicalPath xmlns=""http://vocab.ouls.ox.ac.uk/dataset/scheme#"">/</physicalPath>   <label xmlns=""http://www.w3.org/2000/01/rdf-schema#"">/</label>  <created xmlns=""http://purl.org/dc/terms/"">2006-2-24</created> </rdf:Description>  </rdf:RDF>",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FieldSearch fails when 'pid' not selected Janna Wemekamp reports:  Fedora's search functions fail with the following error if the pid column isn't requested as part of the result set:      javax.ws.rs.WebApplicationException: fedora.server.errors.StorageDeviceException: Error with sql database. The column name pid was not found in this ResultSet.  This is true of the 'search' web interface and the REST API.  Eg. http://localhost:8080/fedora/objects?title=true&identifier=true&terms=&query=pid~demo%3A*&maxResults=20 http://localhost:8080/fedora/search?title=true&identifier=true&terms=&query=pid~demo%3A*&maxResults=20 ,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Rework Fedora FAQs Fedora's FAQs are in a state of disrepair.  They need to be fixed.  The list of new FAQs should include: - High-level stuff from Thorny - Technical FAQs identified by developers (including what's actually frequently asked on the mailing list, etc)",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Update Mulgara to 2.1.1 Update Mulgara (currently 2.0.8) to 2.1.0 when released (imminent).,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
