text,component,f4-audit,f4-auth,f4-camel,f4-core,f4-import-export,f4-java-client,f4-jmeter,f4-ldp,f4-message-consumer,f4-oaiprovider,f4-ontology,f4-transform,f4-vagrant,f4-webapp-plus,legacy - FeSL,legacy - Fedora,legacy - GSearch,legacy - OAIProvider,legacy - OSGi,legacy - Trippi,legacy - community extensions,legacy - java-client
"improper handling of default namespace in batchModify Use of the default xml namespace in in-line XML content that is processed by the batchModify utility can result in xml that is not well formed. An example of in-line xml that uses the default namespace is:  <fbm:modifyDatastream  pid=""demo:999""  dsControlGroupType  =""X"" dsID=""RECORD-XML"" logMessage=""Jira DRINGEST-50""> <fbm:xmlData>  <election_record xmlns=""http://dca.tufts.edu/aas""  xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" label=""Missouri 1824 Election Returns for Congress"" type=""General"" iteration=""First Ballot"" date=""1824"" election_id=""MS115.002.MO.1824.00002"" xsi:schemaLocation=""http://dca.tufts.edu/aas http://dca.tufts.edu/schema/aas/electionRecord.xsd""> ...",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Refactor of BatchModifyParser BatchModifyParser was modeled after an earlier version of METSDODeserializer parser which has since been updated and streamlined. BatchModifyParser does not currently reflect these same updates.  It is desirable to update BatchModifyParser to reflect similar changes made to other parsers in regards to handling of in-line xml content and namespace handling for consistency.,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Incorrect protocol/port in DefaultExternalContentManager To reproduce this problem, configure your server so that basicAuth is enabled for API-A, but SSL is disabled. Hostname must be something other than ""localhost"". Load the demo objects and attempt to disseminate the getPDF method for demo:26  http://hostname:8080/fedora/get/demo:26/demo:19/getPDF  Instead of seeing the transformed pdf document, you will get a blank web page and the fedora error log will report that DefaultExternalContentManager is unable to resolve the URL:  https://hostname:8443/fedora/get/demo:26/demo:22/getFO  DefaultExternalContentManager is incorrectly setting the protocol/port for the internal fedora call that is generated by the dissemination request. Since SSL is disabled for API-A, it should instead be using:  http://hostname:8080/fedora/get/demo:26/demo:22/getFO",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"""File too large"" Exception from Fedora when getting > 2GB DS While it is no problem to store a 2 GB file in Fedora it seems to be impossible to get that file back from Fedora.  After digging into the source code I found a check for a maximum file size in  fedora.server.storage.lowlevel.GenericFileSystem line 170:  if (lFileLength > Integer.MAX_VALUE) {     throw new LowlevelStorageException(true, ""file "" + getPath(file) + ""too large for reading""); }  What is the reason behind that check? Could the check be removed?  In my tests I could successfully retrieve a 2 GB file after commenting out the above code.  Thanks for your help!  Best regards,  Andr  ",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Incorrect handling of dates before 1CE RelsExtValidator and DateUtility fail to validate/parse date strings before 1CE (e.g. ""-0001-01-01T00:00:00"").",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RelsExtValidator rejects valid UTC dateTimes RelsExtValidator rejects UTC dateTimes that do not have milliseconds to 3 significant digits.  For example, ""1970-01-01T00:00:00Z"", which is the correct canonical lexical representation of the epoch, is rejected by RelsExtValidator.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FieldSearch not releasing connection w/one result When a FieldSearch query results in exactly one row, the connection is not released right away as it should be.  This can cause the connection pool to become exhausted.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Remove obsolete/deprecated API-M methods ingestObject was supposedly deprecated since 2.2 (perhaps earlier, but I don't recall) in favor of ingest.  If it's going to be dropped, dropping it for 3.0b2 or final seems appropriate.  Also, the Management interface still defines adminPing, which doesn't exist in the API-M WSDL. This seems like another candidate for removal unless there's a reason for the inconsistency.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Shorten XACML example policy paths/filenames The example XACML policies in src/xacml-policies use extremely verbose directory and filenames.  Very long paths (>254 chars) in the source tree should be avoided because they can cause subversion checkouts to fail in Windows.  They can also cause Fedora installations to fail if FEDORA_HOME is a modestly-deep directory.  These paths can be shortened significantly by removing repetition and abbreviating where it makes sense.  In a local test, I was able to reduce the longest path by 78 characters.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Installer fails if FEDORA_HOME contains a space On Windows, the installer fails if FEDORA_HOME contains a space, e.g. FEDORA_HOME=C:\Program Files\fedora",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Lockup after frequent dissemination requests When making many back-to-back requests for the same dissemination, the Fedora server becomes unresponsive to similar dissemination requests.  When this state is reached, the server does not recover until it is restarted.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Dissemination problems in objects with POLICY datastreams Under 2.2.x, there is a policy in the set of default repo-wide policies named  deny-policy-management-if-not-administrator.xml that restricts all access to the POLICY datastream unless you have fedoraRole=administrator. This attribute is only available if basciAuth is enabled. This is always the case for API-M so administrator can always access POLICY datastream through API-M. For API-A, the POLICY datastream cannot be accessed unless basicAuth is enabled for API-A and user has fedoraRole=administrator.  Under 3.0b1, we seem to have introduced some new dependency on the POLICY datastream with regard to disseminations so that if an object contains a POLICY datastream, this causes an AuthZException to be consistently thrown when attempting any getDisseminations. Removing the deny-policy-management-if-not-administrator.xml repo-wide policy or removing the POLICY datastream from the data object eliminates the problem, but this is a bug we need to run down before 3.0final release.  I believe this bug is related to how DefaultAccess.GetCMDADisseminationBindingInfo populates the dissBindingInfo data structure. Under 2.2.x, dissBindingInfo used a dbms join to select only those datastreams that were needed to fulfill the dissemination request. It appears that under 3.0b1, all datastreams in the object are being included in the dissBindingInfo data structure. Current logic in DisseminationService applies the policy constraint of ""enforce_Internal_DSState"" to each datastream found in dissBindingInfo. If an object happens to have a POLICY datastream, access to this datastream is denied unless the requesting user has fedoraRole=administrator. This will never happen when basicAuth is disabled for API-A. If basicAuth is enabled for API-A, access to the POLICY datastream is only allowed for fedoraRole=administrator, but this is still not the desired behavior. The result is that the initial dissemination request is denied because the requesting user does not have access to the POLICY datastream which is really irrelevant to the dissemination request. The fix seems to be either to filter the datastreams that are populated in dissBindingInfo to only include those datastreams that are needed in dissemination request or change logic in DisseminationService so policy constraint of ""enforce_Internal_DSState"" is only applied to those datastreams that are needed in dissemination request.  You can quickly test this in 3.0b1 by adding a POLICY datastream that permits-to-all(see attached) to one of the demo objects with disseminators. Attempts to run any disseminations on that object will result in AuthZExceptions. Remove the POLICY datastream and the disseminations will work. Note this is only an issue with getDissemination;  getDatastreamDissemination uses different logic and is unaffected.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
disseminator policy attributes need review vocabulary.txt which lists the available xacml policy attributes still includes attributes related to disseminators which are deprecated in 3.0b1  urn:fedora:names:fedora:2.1:resource:disseminator:id http://www.w3.org/2001/XMLSchema#string urn:fedora:names:fedora:2.1:resource:disseminator:state http://www.w3.org/2001/XMLSchema#string urn:fedora:names:fedora:2.1:resource:disseminator:method http://www.w3.org/2001/XMLSchema#string urn:fedora:names:fedora:2.1:resource:disseminator:asOfDateTime http://www.w3.org/2001/XMLSchema#dateTime urn:fedora:names:fedora:2.1:resource:disseminator:newState http://www.w3.org/2001/XMLSchema#string  XACML-related code needs to be reviewed and these attributes either removed or flagged as deprecated since disseminators are no longer a formal construct in 3.0b1.,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"mail.jar is missing from 3.0B1.  Causes REST uploads to fail One jar file from the REST branch didn't make it into the (3.0B1) trunk.  Without this jar, multipart/mime posts (uploading binary files) fails.  Also, I looked in junit.fedora.test.api.TestRESTAPI.java and found that the testAddDatastream() method only attempts to create an ""X"" datastream by posting some XML.  It doesn't attempt to create an ""M"" datastream by uploading a file.   That's how this error slipped under our radar.  The test method should create both an ""X"" datastream and an ""M"" datastream.  The missing jar file (in SVN Browse):  http://fedora-commons.svn.sourceforge.net/viewvc/fedora-commons/fedora-rest/trunk/lib/jersey/mail.jar",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"AuthN servlet filters as standalone project Create a separate project, fc-authn, to house the current AuthN servlet filters so they can be easily re-used by other projects.  This new project should have it's own build.xml, and fedora/trunk should be updated to use it as a dependency.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Problem with utf-8 characters in datastream Hello all  My name is John and at my company we are using Fedora 2.2.1  I have found a problem with utf-8 xml datastreams, only when the size is larger than 4K. Some times every 4K block, a utf-8 character is destroyed and shows as 2 other characters. I searched the source code and I found a wrong implementation for converting InputStream to StringBuffer. The class fedora.server.storage.translation.FOXMLDOSerializer has the method appendXMLStream. This method first reads 4096 bytes from the InputStream and then encodes them to utf-8. This is wrong, because some times the first byte of a utf-8 character is the last byte of the buffer and the second byte is the first byte of the next buffer. The right method to read the InputStream, is first to use a InputStreamReader (that encodes the InputSream to utf-8) and then to fill the buffer. I have modify that method like this:      private void appendXMLStream(InputStream in, StringBuffer buf, String encoding)             throws ObjectIntegrityException, UnsupportedEncodingException,             StreamIOException {         if (in==null) {             throw new ObjectIntegrityException(""Object's inline xml ""                     + ""stream cannot be null."");         }         try {             InputStreamReader inReader = new InputStreamReader(in, Charset.forName(encoding));             int bufSize = 4096;             char charBuf[] = new char[bufSize];             int len;             while ( ( len = inReader.read(charBuf, 0, bufSize) ) != -1 ) {                 buf.append(charBuf, 0, len);             }         } catch (UnsupportedEncodingException uee) {             throw uee;         } catch (IOException ioe) {             throw new StreamIOException(""Error reading from inline xml datastream."");         } finally {             try {                 in.close();             } catch (IOException closeProb) {                 throw new StreamIOException(""Error closing read stream."");             }         }     }  I hope this fix to be useful to non-latin users of fedora.  Cheers John",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Improved HTTP 1.1 support (Content-Length and Content-Range) Purpose: For chunked downloading and better support of various HTTP1.1-savvy utilities and services (including WebDAV clients, httpfs, etc..)  Description: Fedora should provide Content-Length in GET and HEAD response headers when this information is easily available.  When practical, the Content-Range header (partial read) on GET request should also be supported.  Details: Support of both should be possible for any Fedora HTTP request that maps to exactly one Inline or Managed datastream in the repository.  This includes:  1) getDatastreamDissemination 2) getDissemination (where the input maps directly to an X or M datastream and does not go through a service)",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Improved HTTP 1.1 support  (ETag/Last-Modified) Purpose: To support various caching http clients and utilities, such as Squid.  Ultimately, to improve performance.  Description:  ETags (opaque) and Last-Modified (a date) both effectively provide a ""state indicator"" to caches (such as those in sophisticated web clients and proxy servers).  When one or both of these pieces of information are provided in HTTP HEAD responses, a full GET request can be avoided if the signature hasn't changed.  Used properly, these indicators can dramatically improve overall web application performance.  Details: For inline and managed datastreams, the last modified date is known, so the state indicator can be provided for both getDatastreamDissemination and getDissemination (where the input is one of these kinds of datastreams and it doesn't pass through a service).  For providing the state indicator on other disseminations, a naive approach is to use the object's last modified date, but this needs to be considered carefully.  For example, in the case where a dissemination goes through a remote service, even if the inputs are known to have not changed since last time, Fedora can't know if the dissemination output has changed because the service's underlying processing may have.    One way forward in this case is to provide a way to mark the bound service operations as volatile (in which case the state indicator would never be given) and non-volatile with an associated date (in which case the combination of the dates of the datastream inputs and the service would be used to derive the state indicator).  However, in the case where any of the datastream inputs are volatile, the state indicator could not be given.  For E and R datastreams, the default assumption could be ""volatile"".  But it would be nice to have the ability to mark either as non-volatile, so the date could be used as a state indicator.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Oracle DDLConverter: Create non-primary-key indexes The OracleDDLConverter doesn't automatically create indexes for non-primary-key fields that are defined to require an ""index"" in dbspec.  Currently, this includes the following:   - doFields (on pid)   - dcDates (on pid)  Workaround:   After first startup, create these indexes manually using Oracle management tools.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Proai: Not inferring existence of superset from setSpec The Proai update cycle currently fails when it encounters a record with a setSpec like ""1:a"", but only the ""1:a"" set exists in the database (the inferred superset, ""1"" does not).  This can occur if the set information for ""1""  is not provided by the OAIDriver at set update time.  When doing an update of set information in the database, Proai should go through all setSpecs and make sure that all possible inferred supersets exist. in the database.  If they don't, it should add the appropriate entry to the rcSets table.  The set name in this case can just be the setSpec string.  When this occurs, a warning should also be logged noting the lack of the set info object for the inferred superset.  (seeUpdater.java#updateSets(Connection))  This work can be done on the Proai trunk.  When finished, the updated lib should be committed to the services/oaiprovider/trunk/lib.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"tutorial2: bedf/bmech example not working hi, i tried to follow the tutorial 2 example 3 to use bDef/bMech and datastreams. ingesting both bDef and bMech went well (no visible errors at least), even creating the object. but after that i tried to access the ""disseminated"" object by browsing http://localhost:8082/fedora/get/demo:300/demo:ex3bDef/getContent/ which means going to  http://localhost:8082/fedora/get/demo:300 clicking  ""View the Dissemination Index for this Object"" and then in the table of disseminators ""Run"" for demo:ex3bDef  | getContent  all i got was a blank page and a lengthy stacktrace in catalina.out:  fedora.server.errors.servletExceptionExtensions.InternalError500Exception:         at fedora.server.access.FedoraAccessServlet.doGet(FedoraAccessServlet.java:486)         at javax.servlet.http.HttpServlet.service(HttpServlet.java:689)         at javax.servlet.http.HttpServlet.service(HttpServlet.java:802)         at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:237)         at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:157)         at fedora.server.security.servletfilters.FilterSetup.doFilter(FilterSetup.java:190)         at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:186)         at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:157)         at fedora.server.security.servletfilters.FilterSetup.doFilter(FilterSetup.java:190)         at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:186)         at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:157)         at fedora.server.security.servletfilters.FilterSetup.doFilter(FilterSetup.java:190)         at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:186)         at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:157)         at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:214)         at org.apache.catalina.core.StandardValveContext.invokeNext(StandardValveContext.java:104)         at org.apache.catalina.core.StandardPipeline.invoke(StandardPipeline.java:520)         at org.apache.catalina.core.StandardContextValve.invokeInternal(StandardContextValve.java:198)         at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:152)         at org.apache.catalina.core.StandardValveContext.invokeNext(StandardValveContext.java:104)         at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:540)         at org.apache.catalina.core.StandardValveContext.invokeNext(StandardValveContext.java:102)         at org.apache.catalina.core.StandardPipeline.invoke(StandardPipeline.java:520)         at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:137)         at org.apache.catalina.core.StandardValveContext.invokeNext(StandardValveContext.java:104)         at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:118)         at org.apache.catalina.core.StandardValveContext.invokeNext(StandardValveContext.java:102)         at org.apache.catalina.core.StandardPipeline.invoke(StandardPipeline.java:520)         at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:109)         at org.apache.catalina.core.StandardValveContext.invokeNext(StandardValveContext.java:104)         at org.apache.catalina.core.StandardPipeline.invoke(StandardPipeline.java:520)         at org.apache.catalina.core.ContainerBase.invoke(ContainerBase.java:929)         at org.apache.coyote.tomcat5.CoyoteAdapter.service(CoyoteAdapter.java:160)         at org.apache.coyote.http11.Http11Processor.process(Http11Processor.java:799)         at org.apache.coyote.http11.Http11Protocol$Http11ConnectionHandler.processConnection(Http11Protocol.java:705)         at org.apache.tomcat.util.net.TcpWorkerThread.runIt(PoolTcpEndpoint.java:577)         at org.apache.tomcat.util.threads.ThreadPool$ControlRunnable.run(ThreadPool.java:683)         at java.lang.Thread.run(Thread.java:595)   looking in the code did not really help.  the tutorial is version 10/25/2005, fedora is 2.2.1 used with postgres 8.2 on linux.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CMA: Should/Does FieldSearch still index BMech/BDef info? With the changes made for CMA, should FIeldSearch still index bmech and bdef info for each object? Up to this point, it has always held a (repeating) field for each data object, indicating which bdefs and bmechs it was bound to.  1) Is it necessary to keep doing this? 2) If yes, what changes must be made in FieldSearch to do it, if any?",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Remove backendSecurity Remove the backendSecurity servlet. It should not be used, so having it available is unnecessary.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Update code/tests for Journaling for 3.0 Fedora 3.0 (trunk) has added add/purgeRelationship methods to API-M.  We need to verify that these actions are journaled/replayable and appropriate tests exist in the journaling code for them.  Also, if there have been any local nsdl changes since the 2.2.1 release, we need to apply those to 3.0 and/or maintenance-2.2, as appropriate.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Inline XML Canonicalization (c14n) for SIZE and CHECKSUM The current pseudo-canonicalization of inline XML (for checksum computation) is non-standard.  The w3c has published c14n which defines a canonicalization, and Fedora should use this for:  1) Computation of the checksum 2) Computation of the SIZE attribute   This behavior should also be documented in the system docs.  Note that this also applies to METS.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Improve MultiValueMap class design Store attributes internally in a Map<String, String[]>, thus removing a whole lot of conditional logic and behavioral inconsistency.  Create separate methods for set(String, String) and set(String, String[]) instead of accepting either in set(String, Object).  Modify getString(String) so it will return the single value (if any) that was stored under that key. If strict upward compatibility is required, it could throw a ClassCastException if more than one value is stored. More likely, it would be acceptable to either return the first such value, or to throw an IllegalStateException.  Modify method signatures to throw specific exceptions (NullPointerException, IllegalArgumentException, etc.) instead of bare Exception.  Genericize method signatures and internal variables.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Incorrect behaviour when exception thrown during download I ingested a 3Gb file into Fedora via Fez. The file ingested into Fedora successfully, however Fedora throws an exception when attempting to fetch the file via HTTP (I believed it's an OutOfMemoryException, but I could be mistaken).  What I would have expected to happen in an exception situation would be an HTTP 500 status returned, however instead of this Fedora returns a 0 byte file with the same name of the requested file.  This then has a flow-on effect for front-end tools such as Fez which proceed to run other software over the file (such as JHOVE) and therefore reports the file size as 0 bytes.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"If journals arrive out of sequence, keep polling Current behavior is to check the journal file with the earliest timestamp - if that has the wrong repository hash, complain and give up.  New behavior would be the same check, and the same complaint on wrong repository hash, but don't give up, continue polling as before. That way, if the journal files merely arrived in the wrong sequence, the recovery would continue when the correct file arrived.  This use case applies when the journal files are being copied in bulk from one location to another. Currently, it is necessary to stop the follower while moving the files, in order to prevent this scenario.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Close RMI connection after each journal file Currently RmiTransportWriter opens a connection to the RmiJournalReceiver at startup, and keeps the connection open until shutdown. This means that the receiver must not be shut down, and the network transport must not be interrupted, even if the leading Fedora instance is quiescent.  New behavior would be: 1) RmiTransportWriter opens the connection to RmiJournalReceiver at startup, to test the connection, and then immediately closes the connection. 2) At the beginning of each Journal file, a new connection is established. 3) At the end of each Journal file, the connection is closed.  This would allow system maintenance in quiescent times. It would also allow a non-crucial RMI transport to resume operation after losing one or more files, without restarting the leading Fedora.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"usage of HTTP proxy when getting external content Trying to ingest an object into Fedora fails if the document contains a reference to an external resource and the Fedora server is only allowed to access that resource via a HTTP proxy.  My first idea to solve this was to set the environment variable CATALINA_OPTS to something like  CATALINA_OPTS=""-Dhttp.proxyHost=proxy.fiz-karlsruhe.de -Dhttp.proxyPort=8888""  and restart Tomcat.  Unfortunately this isn't sufficient because the HTTPClient module which Fedora uses doesn't read that properties automatically.  So the next step was to set the proxy parameters into the HTTPClient in WebClient.java just after a new instance of the HTTPClient was created (see attached file).  That's all. Maybe someone else has the same problem.  Best regards,  Andr  ",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Provide a CMODEL and SDEF, Content Models + a Default CModel Provide a reference implementation of a content model for the reference implementation of the Fedora content modeling language.  The primary purpose is to create a service definition for all content model objects that includes a uniform operation that disseminates the content model document.  Note that this defines a URI for disseminating the content model not the form of the content model.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Provide a CMODEL and SDEF for SDEFs Provide a reference implementation of a content model for the reference implementation of the Fedora content modeling language. The primary purpose is to create a service definition for all service definition objects that includes a uniform operation that disseminates the service definition document. Note that this defines a URI for disseminating the service definition not the form of the service definition.,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Refactor cross-cutting tasks using AOP Aspect Oriented Programming is a useful paradigm for implementing services which cross-cut business logic, such as logging, messaging, or authorization. Consider implementing one of these as a proof-of-concept for AOP within Fedora. The likely AOP implementation is Spring, but AspectJ is also an option.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Update MPTStore jar in dependent projects Use latest MPTStore jar file in trippi, oaiprovider (trunk & maint.)",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RI rebuilder fails sporadically with Mulgara Rebuilder throws an exception at the end of running an RI rebuild, resulting in a corrupt/incomplete index when configured to use Mulgara store.  Seems to be >50% failure rate on a repository of about 4000 objects.  This issue does not seem to be present with an MPTStore-backed RI.     Originally reported by Rozita Fridman: http://sourceforge.net/mailarchive/forum.php?thread_name=561B608813F3E7448D792A51EF2AB03E01C5C5CF%40EXCLUSTER.fiz-karlsruhe.de&forum_name=fedora-commons-developers",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"DOReader currently being used to *modify* DO The DOReader.java interface is ""for reading Fedora digital objects"" according to the javadoc comment.  However, it is being used to *modify* objects. See for example line 852 of DefaultManagement.java, which is:  w.getAuditRecords().add(audit);  I believe this is a violation of the DOReader contract.  A solution would be for SimpleDOReader.getAuditRecords() to return copies instead of the real objects (please note that it will have some impact on DefaultManagement.java at least).  As a temporary solution, at least it would be nice to explicitly write in DOReader's javadoc that it is not read-only.  Thanks, Keep up the good work, Nicolas.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RELS-EXT's MIME type should be application/rdf+xml My understanding is that the RELS-EXT datastream contains RDF data.  The MIME type for RDF is application/rdf+xml as specified on http://www.w3.org/TR/rdf-syntax-grammar/#section-MIME-Type  So why does Fedora create RELS-EXT datastreams with the text/xml MIME type ?  I suggest using the application/rdf+xml MIME type for RELS-EXT datastreams. It would better describe the content.  Any comment appreciated :-) Keep up the good work, Nicolas Raoul.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Add all RDF datastreams to triplestore Fedora objects contain RDF triples. These triples are added to the configured triplestore by the addAllDatastreamTriples method of BaseTripleGenerator.java  As of today, this method hard-codes ""RELS-EXT"" for addition to the triplestore.  Why not add all of the Fedora object's semantic information to the triplestore ?  I suggest modifying this method to add the triples contained by all datastreams that have the ""application/rdf+xml"" MIME type and the ""Internal XML Metadata"" control group.  If we develop a patch for this, will it be accepted into Fedora's trunk ?  Cheers, Nicolas Raoul.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OAIProvider: MPTStore config requires aboutDissType When using the OAIProvider with MPTStore, if you don't specify an .aboutDissType for each format, the update cycle fails with the error: ""proai.error.RepositoryException: Could not parse metadata about dissemination type at fedora.services.oaiprovider.MPTQueryFactory.listRecords(MPTQueryFactory.java:185)""  The workaround is to specify a bogus .aboutDissType (an actual URI, but one that doesn't really map to anything meaningful).  The fix will need to be done for a 2.2-compatible maintenance release, and not to the trunk (because the issue doesn't exist in the trunk)",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Provide an Atom-based DO Serialization In addition to FOXML and METS, provide an Atom serialization of a Fedora Digital Object.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"log4j errors on startup and shutdown On startup:  log4j:WARN No appenders could be found for logger (org.apache.commons.digester.Digester). log4j:WARN Please initialize the log4j system properly.  On shutdown:  log4j:ERROR LogMananger.repositorySelector was null likely due to error in class reloading, using NOPLoggerRepository.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Clean up deprecation warnings on junit tests When compiling the JUnit tests on trunk there is a listing of deprecated methods which are called during tests. The tests should be updated to no longer use these deprecated methods.,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Get rid of ConnectionWrapper, TableCreatingConnection, etc.. ConnectionWrapper only exists to support TableCreatingConnection, which only exists to support SQLUtility.createNonExistingTables().  If this hung together differently (TBD), it could simplify the both the code and build.xml, which currently employs a replace just prior to compilation in order to support JDBC 3 + 4, depending on whether JDK 1.5 or 1.6 is being used to compile.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bundled Tomcat needs update Reported on fedora-users:  Issue 29521: No destroy methods called on service shutdown   https://issues.apache.org/bugzilla/show_bug.cgi?id=29521  This is fixed in 5.0.29 and later. We should update the bundled Tomcat (5.0.28) to the latest (currently 5.0.30).,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ExecUtility calls can fail if command has a space The installer will fail to set the executable bit if the path to FEDORA_HOME contains a space (only for non-Windows platforms).   The underlying problem is that we have various calls in various classes to various methods in ExecUtility which pass a command as String argument. ExecUtility should be modified to also take commands as a String array.  So rather than ExecUtility.exec(""ls -l /tmp""), you would use ExecUtility(new String[]{""ls"", ""-l"", ""/tmp""});  This bug is also present in trunk.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ServiceMech/Def + relationship renaming + get rid of fType This includes: - Decide on relationship names (inverse/obverse) - Updating classes to use ServiceMech/ServiceDef  - Updating references to such classes, etc.. - Updating demo objects - Getting rid of ""fType""   What is the ""fType"" when RELS-EXT is not present?   A: The default content model.  It should be indexed this way.   This will ultimately be a configurable thing by the repository;    however for 3.0b2 we can define exactly one.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
